patch,date [DD.MM.YYYY],time [HH:MM],water_temp [°C],ph [pH],do [mg l-1],do_sat [saturation],w_co2 [mATM],conductivity [uS cm -1],turb [NTU],rdna [boolean],gl_name,lat_sn [DD],lon_sn [DD],ele_sn [m],lat_sp [DD],lon_sp [DD],ele_sp [m],max_el [m],mean_el [m],sn_sp_dist [m],sn_sp_ele [m],abl_asp [°],gl_sa [km2],gl_cov [%],gl_a [km2],rgi_v6,glims_id,wgms_id,m_balance,mb_obs,fv_variation,fv_obs,sp_event,data_s,data_ts,sn_data,sn_data_ts,dem_data,dem_data_ts,mb_data_s,fv_data_s,sp_event_s,chla [ug g-1],eps [ugC g-1],ag [nmol g-1 h-1],ap [nmol g-1 h-1],bg [nmol g-1 h-1],lap [nmol g-1 h-1],nag [nmol g-1 h-1],bp [ngC g-1 h-1],wba [cells ml-1],sba [cells g-1],respiration [mg 02 g-1 h-1],abs254 [m-1],abs300 [m-1],suva [mg C l-1 m-1],e2e3 [proportion],e4e6 [proportion],s275295 [nm-1],s350400 [nm-1],s300700 [nm-1],sr [proportion],bix [proportion],fi [proportion],hix [proportion],coble_t [RU],coble_a [RU],coble_m [RU],coble_c [RU],doc [ug l-1],tss_1 [%],tss_2 [%],tss_3 [%],tss_4 [%],tss_5 [%],tss_5a [%],tss_5b [%],tss_5c [%],tss_5d [%],i1_na [ug l-1],i2_k [ug l-1],i3_mg [ug l-1],i4_ca [ug l-1],i5_cl [ug l-1],i6_so4 [ug l-1],n1_tn [ug l-1],n2_tp [ug l-1],n3_srp [ug l-1],n4_nh4 [ug l-1],n5_no3 [ug l-1],n6_no2 [ug l-1],hydro_isotope [per_mil],oxy_isotope [per_mil],Expedition
GL114_UP_1,12.04.21,09:46,1.9,8.262,7.72,100.2,NA,593,4.300166,0,Chulu Northwest,28.7729,83.9963,4988,28.77362,83.99507,4884,6248,5635,42,94,315,2.34,0.73,3.204314,RGI60-15.04760,G084014E28763N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201101,GPS,20210412,ASTER V003,20000301-20131130,NA,NA,NA,0.000432333,NA,NA,NA,NA,NA,NA,102.9797857,NA,1055995.843,NA,0.479,0.430666667,0.057,1.245333333,1.747,0.004,0,0.001666667,16.73033333,0.827153,2.912017667,2.653637333,0.004572,0.010692667,0.005137667,0.003717,67.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1465,0.8765,27.558,84.001,0.119,194.628,NA,NA,1.54,11.6,87.2,1.84,NA,NA,Nepal
GL114_UP_2,12.04.21,09:46,1.9,8.262,7.72,100.2,NA,593,4.300166,0,Chulu Northwest,28.7729,83.9963,4988,28.77362,83.99507,4884,6248,5635,42,94,315,2.34,0.73,3.204314,RGI60-15.04760,G084014E28763N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201101,GPS,20210412,ASTER V003,20000301-20131130,NA,NA,NA,4.43E-05,NA,NA,NA,NA,NA,NA,143.0426704,NA,1688224.838,NA,0.479,0.430666667,0.057,1.245333333,1.747,0.004,0,0.001666667,16.73033333,0.827153,2.912017667,2.653637333,0.004572,0.010692667,0.005137667,0.003717,67.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1465,0.8765,27.558,84.001,0.119,194.628,NA,NA,1.54,11.6,87.2,1.84,NA,NA,Nepal
GL114_UP_3,12.04.21,09:46,1.9,8.262,7.72,100.2,NA,593,4.300166,0,Chulu Northwest,28.7729,83.9963,4988,28.77362,83.99507,4884,6248,5635,42,94,315,2.34,0.73,3.204314,RGI60-15.04760,G084014E28763N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201101,GPS,20210412,ASTER V003,20000301-20131130,NA,NA,NA,0.000865,NA,NA,NA,NA,NA,NA,118.2490159,NA,7364356.817,NA,0.479,0.430666667,0.057,1.245333333,1.747,0.004,0,0.001666667,16.73033333,0.827153,2.912017667,2.653637333,0.004572,0.010692667,0.005137667,0.003717,67.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1465,0.8765,27.558,84.001,0.119,194.628,NA,NA,1.54,11.6,87.2,1.84,NA,NA,Nepal
GL114_DN_1,12.04.21,12:05,2.6,8.244,7.52,99.2,NA,547,6.130794,0,Chulu Northwest,28.7729,83.9963,4988,28.77479,83.99102,4864,6248,5635,257,235,315,2.34,0.66,3.523876,RGI60-15.04760,G084014E28763N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201101,GPS,20210412,ASTER V003,20000301-20131130,NA,NA,NA,3.55E-05,NA,NA,NA,NA,NA,NA,115.7351442,NA,31544.3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894,0.133,5.063,13.8175,0.0245,31.8875,NA,NA,1.15,14.1,74.4,0.94,NA,NA,Nepal
GL114_DN_2,12.04.21,12:05,2.6,8.244,7.52,99.2,NA,547,6.130794,0,Chulu Northwest,28.7729,83.9963,4988,28.77479,83.99102,4864,6248,5635,257,235,315,2.34,0.66,3.523876,RGI60-15.04760,G084014E28763N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201101,GPS,20210412,ASTER V003,20000301-20131130,NA,NA,NA,9.24E-05,NA,NA,NA,NA,NA,NA,178.7894339,NA,478260.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894,0.133,5.063,13.8175,0.0245,31.8875,NA,NA,1.15,14.1,74.4,0.94,NA,NA,Nepal
GL114_DN_3,12.04.21,12:05,2.6,8.244,7.52,99.2,NA,547,6.130794,0,Chulu Northwest,28.7729,83.9963,4988,28.77479,83.99102,4864,6248,5635,257,235,315,2.34,0.66,3.523876,RGI60-15.04760,G084014E28763N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201101,GPS,20210412,ASTER V003,20000301-20131130,NA,NA,NA,1.63E-05,NA,NA,NA,NA,NA,NA,89.0454033,NA,8483848.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894,0.133,5.063,13.8175,0.0245,31.8875,NA,NA,1.15,14.1,74.4,0.94,NA,NA,Nepal
GL115_UP_1,26.04.21,10:30,0.7,7.6,8.28,99.3,NA,26.2,23.76585,0,Nare,27.8311,86.8343,4622,27.8352,86.82957,4528,6382,5421,681,104,315,6.5,0.28,23.54772,RGI60-15.03572,G086868E27821N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201113,Sentinel-2,20201113,ASTER V003,20000301-20131130,NA,NA,NA,0.039261,NA,NA,NA,NA,NA,NA,NA,NA,2214050.933,NA,2.577,1.775333333,0.327,2.355,2.064666667,0.009333333,0.005666667,0.005666667,1.606333333,0.841095667,1.335777,1.867520333,0.030798667,0.046212333,0.030290333,0.022004333,286.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2245,0.604,0.774,4.0435,0.0655,3.8045,NA,NA,0.98,26.1,148.7,1.46,NA,NA,Nepal
GL115_UP_2,26.04.21,10:30,0.7,7.6,8.28,99.3,NA,26.2,23.76585,0,Nare,27.8311,86.8343,4622,27.8352,86.82957,4528,6382,5421,681,104,315,6.5,0.28,23.54772,RGI60-15.03572,G086868E27821N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201113,Sentinel-2,20201113,ASTER V003,20000301-20131130,NA,NA,NA,0.088076,NA,NA,NA,NA,NA,NA,NA,NA,2654965.93,NA,2.577,1.775333333,0.327,2.355,2.064666667,0.009333333,0.005666667,0.005666667,1.606333333,0.841095667,1.335777,1.867520333,0.030798667,0.046212333,0.030290333,0.022004333,286.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2245,0.604,0.774,4.0435,0.0655,3.8045,NA,NA,0.98,26.1,148.7,1.46,NA,NA,Nepal
GL115_UP_3,26.04.21,10:30,0.7,7.6,8.28,99.3,NA,26.2,23.76585,0,Nare,27.8311,86.8343,4622,27.8352,86.82957,4528,6382,5421,681,104,315,6.5,0.28,23.54772,RGI60-15.03572,G086868E27821N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201113,Sentinel-2,20201113,ASTER V003,20000301-20131130,NA,NA,NA,0.047085,NA,NA,NA,NA,NA,NA,NA,NA,6669497.093,NA,2.577,1.775333333,0.327,2.355,2.064666667,0.009333333,0.005666667,0.005666667,1.606333333,0.841095667,1.335777,1.867520333,0.030798667,0.046212333,0.030290333,0.022004333,286.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2245,0.604,0.774,4.0435,0.0655,3.8045,NA,NA,0.98,26.1,148.7,1.46,NA,NA,Nepal
GL115_DN_1,26.04.21,14:15,7.6,7.776,7.1,100.8,NA,25.8,2.784277,0,Nare,27.8311,86.8343,4622,27.84686,86.82095,4425,6382,5421,706,262,315,6.5,0.24,26.56523,RGI60-15.03572,G086868E27821N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201113,Sentinel-2,20201113,ASTER V003,20000301-20131130,NA,NA,NA,0.196845333,NA,NA,NA,NA,NA,NA,NA,NA,2304153.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.064,0.5255,0.761,3.4405,0.062,3.5645,NA,NA,5.77,10.1,83.4,0.73,NA,NA,Nepal
GL115_DN_2,26.04.21,14:15,7.6,7.776,7.1,100.8,NA,25.8,2.784277,0,Nare,27.8311,86.8343,4622,27.84686,86.82095,4425,6382,5421,706,262,315,6.5,0.24,26.56523,RGI60-15.03572,G086868E27821N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201113,Sentinel-2,20201113,ASTER V003,20000301-20131130,NA,NA,NA,0.202751,NA,NA,NA,NA,NA,NA,NA,NA,3191802.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.064,0.5255,0.761,3.4405,0.062,3.5645,NA,NA,5.77,10.1,83.4,0.73,NA,NA,Nepal
GL115_DN_3,26.04.21,14:15,7.6,7.776,7.1,100.8,NA,25.8,2.784277,0,Nare,27.8311,86.8343,4622,27.84686,86.82095,4425,6382,5421,706,262,315,6.5,0.24,26.56523,RGI60-15.03572,G086868E27821N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201113,Sentinel-2,20201113,ASTER V003,20000301-20131130,NA,NA,NA,0.312559,NA,NA,NA,NA,NA,NA,NA,NA,3293784.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.064,0.5255,0.761,3.4405,0.062,3.5645,NA,NA,5.77,10.1,83.4,0.73,NA,NA,Nepal
GL116_UP_1,28.04.21,09:45,0.7,9.106,7.87,97,NA,35.1,67.8294,1,Lhotse,27.9014,86.8792,4818,27.90124,86.87882,4815,7947,5585,842,108,225,10.44,0.46,22.91007,RGI60-15.03742,G086915E27927N,3463,NA,NA,1960-2006,1,NA,Sentinel-2,20201113,GPS,20210428,ASTER V003,20000301-20131130,NA,WGMS,NA,0.059679667,NA,NA,NA,NA,NA,NA,542.4316034,NA,1340002.607,NA,3.354333333,2.203666667,0.729,2.66,2.158,0.010333333,0.006666667,0.007,1.517666667,1.072606,1.429391333,0.663457,0.027322667,0.029147333,0.019333667,0.011274,183.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6275,0.5835,0.698,6.4655,0.032,1.988,NA,NA,1.01,13,112,1.17,NA,NA,Nepal
GL116_UP_2,28.04.21,09:45,0.7,9.106,7.87,97,NA,35.1,67.8294,1,Lhotse,27.9014,86.8792,4818,27.90124,86.87882,4815,7947,5585,842,108,225,10.44,0.46,22.91007,RGI60-15.03742,G086915E27927N,3463,NA,NA,1960-2006,1,NA,Sentinel-2,20201113,GPS,20210428,ASTER V003,20000301-20131130,NA,WGMS,NA,0.011919,NA,NA,NA,NA,NA,NA,454.733269,NA,454628.0411,NA,3.354333333,2.203666667,0.729,2.66,2.158,0.010333333,0.006666667,0.007,1.517666667,1.072606,1.429391333,0.663457,0.027322667,0.029147333,0.019333667,0.011274,183.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6275,0.5835,0.698,6.4655,0.032,1.988,NA,NA,1.01,13,112,1.17,NA,NA,Nepal
GL116_UP_3,28.04.21,09:45,0.7,9.106,7.87,97,NA,35.1,67.8294,1,Lhotse,27.9014,86.8792,4818,27.90124,86.87882,4815,7947,5585,842,108,225,10.44,0.46,22.91007,RGI60-15.03742,G086915E27927N,3463,NA,NA,1960-2006,1,NA,Sentinel-2,20201113,GPS,20210428,ASTER V003,20000301-20131130,NA,WGMS,NA,0.030139,NA,NA,NA,NA,NA,NA,643.8179316,NA,1282169.374,NA,3.354333333,2.203666667,0.729,2.66,2.158,0.010333333,0.006666667,0.007,1.517666667,1.072606,1.429391333,0.663457,0.027322667,0.029147333,0.019333667,0.011274,183.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6275,0.5835,0.698,6.4655,0.032,1.988,NA,NA,1.01,13,112,1.17,NA,NA,Nepal
GL116_DN_1,28.04.21,12:14,2.3,7.848,7.82,100.4,NA,37.8,58.64414,0,Lhotse,27.9014,86.8792,4818,27.90361,86.8726,4732,7947,5585,1736,295,225,10.44,0.45,23.2138,RGI60-15.03742,G086915E27927N,3463,NA,NA,1960-2006,1,NA,Sentinel-2,20201113,GPS,20210428,ASTER V003,20000301-20131130,NA,WGMS,NA,0.012565,NA,NA,NA,NA,NA,NA,NA,NA,1395558.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7085,0.6435,0.753,6.888,0.032,2.5615,NA,NA,1.37,15,115.6,NA,NA,NA,Nepal
GL116_DN_2,28.04.21,12:14,2.3,7.848,7.82,100.4,NA,37.8,58.64414,0,Lhotse,27.9014,86.8792,4818,27.90361,86.8726,4732,7947,5585,1736,295,225,10.44,0.45,23.2138,RGI60-15.03742,G086915E27927N,3463,NA,NA,1960-2006,1,NA,Sentinel-2,20201113,GPS,20210428,ASTER V003,20000301-20131130,NA,WGMS,NA,0.01666,NA,NA,NA,NA,NA,NA,534.7220388,NA,370819.2414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7085,0.6435,0.753,6.888,0.032,2.5615,NA,NA,1.37,15,115.6,NA,NA,NA,Nepal
GL116_DN_3,28.04.21,12:14,2.3,7.848,7.82,100.4,NA,37.8,58.64414,0,Lhotse,27.9014,86.8792,4818,27.90361,86.8726,4732,7947,5585,1736,295,225,10.44,0.45,23.2138,RGI60-15.03742,G086915E27927N,3463,NA,NA,1960-2006,1,NA,Sentinel-2,20201113,GPS,20210428,ASTER V003,20000301-20131130,NA,WGMS,NA,0.018477667,NA,NA,NA,NA,NA,NA,882.729865,NA,1586296.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7085,0.6435,0.753,6.888,0.032,2.5615,NA,NA,1.37,15,115.6,NA,NA,NA,Nepal
GL117_UP_1,29.04.21,09:30,1.5,8.396,7.67,98.8,NA,59,20.87538,0,Nuptse,27.9153,86.8665,4996,27.9115,86.86557,4973,7669,5582,523,173,180,4.95,0.35,14.35736,RGI60-15.03735,G086868E27946N,3466,NA,NA,1960-2006,1,NA,Sentinel-2,20201113,GPS,20210429,ASTER V003,20000301-20131130,NA,WGMS,NA,0.011039667,NA,NA,NA,NA,NA,NA,512.6535415,NA,1458766.153,NA,2.677,1.805666667,0.870666667,2.475666667,2.131,0.009666667,0.005666667,0.005666667,1.708666667,1.859257667,1.321837667,0.622803,0.037383667,0.024237667,0.022139,0.008390333,132.5566667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.775,1.148,0.673,9.872,0.0475,6.537,NA,NA,0.97,13,115.2,4.95,NA,NA,Nepal
GL117_UP_2,29.04.21,09:30,1.5,8.396,7.67,98.8,NA,59,20.87538,0,Nuptse,27.9153,86.8665,4996,27.9115,86.86557,4973,7669,5582,523,173,180,4.95,0.35,14.35736,RGI60-15.03735,G086868E27946N,3466,NA,NA,1960-2006,1,NA,Sentinel-2,20201113,GPS,20210429,ASTER V003,20000301-20131130,NA,WGMS,NA,0.012797667,NA,NA,NA,NA,NA,NA,197.9357436,NA,1258109.602,NA,2.677,1.805666667,0.870666667,2.475666667,2.131,0.009666667,0.005666667,0.005666667,1.708666667,1.859257667,1.321837667,0.622803,0.037383667,0.024237667,0.022139,0.008390333,132.5566667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.775,1.148,0.673,9.872,0.0475,6.537,NA,NA,0.97,13,115.2,4.95,NA,NA,Nepal
GL117_UP_3,29.04.21,09:30,1.5,8.396,7.67,98.8,NA,59,20.87538,0,Nuptse,27.9153,86.8665,4996,27.9115,86.86557,4973,7669,5582,523,173,180,4.95,0.35,14.35736,RGI60-15.03735,G086868E27946N,3466,NA,NA,1960-2006,1,NA,Sentinel-2,20201113,GPS,20210429,ASTER V003,20000301-20131130,NA,WGMS,NA,0.019824,NA,NA,NA,NA,NA,NA,393.5113979,NA,1443881.108,NA,2.677,1.805666667,0.870666667,2.475666667,2.131,0.009666667,0.005666667,0.005666667,1.708666667,1.859257667,1.321837667,0.622803,0.037383667,0.024237667,0.022139,0.008390333,132.5566667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.775,1.148,0.673,9.872,0.0475,6.537,NA,NA,0.97,13,115.2,4.95,NA,NA,Nepal
GL117_DN_1,29.04.21,12:41,1.1,8.177,7.39,95.7,NA,59.8,23.31622,0,Nuptse,27.9153,86.8665,4996,27.91094,86.86544,4966,7669,5582,2464,300,180,4.95,0.34,14.38407,RGI60-15.03735,G086868E27946N,3466,NA,NA,1960-2006,1,NA,Sentinel-2,20201113,GPS,20210429,ASTER V003,20000301-20131130,NA,WGMS,NA,0.015428,NA,NA,NA,NA,NA,NA,472.9045779,NA,3494335.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7885,1.173,0.6745,9.9845,0.051,6.54,NA,NA,0.8,15,119.7,NA,NA,NA,Nepal
GL117_DN_2,29.04.21,12:41,1.1,8.177,7.39,95.7,NA,59.8,23.31622,0,Nuptse,27.9153,86.8665,4996,27.91094,86.86544,4966,7669,5582,2464,300,180,4.95,0.34,14.38407,RGI60-15.03735,G086868E27946N,3466,NA,NA,1960-2006,1,NA,Sentinel-2,20201113,GPS,20210429,ASTER V003,20000301-20131130,NA,WGMS,NA,0.006176333,NA,NA,NA,NA,NA,NA,270.7626572,NA,833854.5841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7885,1.173,0.6745,9.9845,0.051,6.54,NA,NA,0.8,15,119.7,NA,NA,NA,Nepal
GL117_DN_3,29.04.21,12:41,1.1,8.177,7.39,95.7,NA,59.8,23.31622,0,Nuptse,27.9153,86.8665,4996,27.91094,86.86544,4966,7669,5582,2464,300,180,4.95,0.34,14.38407,RGI60-15.03735,G086868E27946N,3466,NA,NA,1960-2006,1,NA,Sentinel-2,20201113,GPS,20210429,ASTER V003,20000301-20131130,NA,WGMS,NA,0.00928,NA,NA,NA,NA,NA,NA,642.8993538,NA,3218676.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7885,1.173,0.6745,9.9845,0.051,6.54,NA,NA,0.8,15,119.7,NA,NA,NA,Nepal
GL118_UP_1,30.04.21,10:00,1.1,8.648,7.68,98.7,NA,82.6,19.68708,0,Lhotse Nup,27.9117,86.8839,4970,27.91156,86.88319,4960,7211,5431,910,301,180,2.84,0.26,10.89911,RGI60-15.03731,G086891E27940N,3464,NA,NA,NA,NA,NA,Sentinel-2,20201113,GPS,20210430,ASTER V003,20000301-20131130,NA,NA,NA,0.018514667,NA,NA,NA,NA,NA,NA,733.0320291,NA,10214445,NA,1.565333333,1.106333333,0.400666667,2.145666667,2.039,0.008333333,0.004,0.004333333,2.151333333,0.980298,1.344830333,1.508442,0.009807667,0.020219667,0.011941667,0.007592667,117.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7445,1.605,1.2925,12.7005,0.037,13.1545,NA,NA,1.06,9.5,106.1,2.76,NA,NA,Nepal
GL118_UP_2,30.04.21,10:00,1.1,8.648,7.68,98.7,NA,82.6,19.68708,0,Lhotse Nup,27.9117,86.8839,4970,27.91156,86.88319,4960,7211,5431,910,301,180,2.84,0.26,10.89911,RGI60-15.03731,G086891E27940N,3464,NA,NA,NA,NA,NA,Sentinel-2,20201113,GPS,20210430,ASTER V003,20000301-20131130,NA,NA,NA,0.009944667,NA,NA,NA,NA,NA,NA,164.7852984,NA,5916723.202,NA,1.565333333,1.106333333,0.400666667,2.145666667,2.039,0.008333333,0.004,0.004333333,2.151333333,0.980298,1.344830333,1.508442,0.009807667,0.020219667,0.011941667,0.007592667,117.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7445,1.605,1.2925,12.7005,0.037,13.1545,NA,NA,1.06,9.5,106.1,2.76,NA,NA,Nepal
GL118_UP_3,30.04.21,10:00,1.1,8.648,7.68,98.7,NA,82.6,19.68708,0,Lhotse Nup,27.9117,86.8839,4970,27.91156,86.88319,4960,7211,5431,910,301,180,2.84,0.26,10.89911,RGI60-15.03731,G086891E27940N,3464,NA,NA,NA,NA,NA,Sentinel-2,20201113,GPS,20210430,ASTER V003,20000301-20131130,NA,NA,NA,0.005551,NA,NA,NA,NA,NA,NA,128.2251494,NA,757875.7727,NA,1.565333333,1.106333333,0.400666667,2.145666667,2.039,0.008333333,0.004,0.004333333,2.151333333,0.980298,1.344830333,1.508442,0.009807667,0.020219667,0.011941667,0.007592667,117.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7445,1.605,1.2925,12.7005,0.037,13.1545,NA,NA,1.06,9.5,106.1,2.76,NA,NA,Nepal
GL118_DN_1,30.04.21,13:08,6.4,7.99,7.08,101.4,NA,84.3,23.12352,0,Lhotse Nup,27.9117,86.8839,4970,27.90567,86.87194,4735,7211,5431,1086,348,180,2.84,0.23,12.47434,RGI60-15.03731,G086891E27940N,3464,NA,NA,NA,NA,NA,Sentinel-2,20201113,GPS,20210430,ASTER V003,20000301-20131130,NA,NA,NA,0.012404667,NA,NA,NA,NA,NA,NA,1172.054044,NA,7444650.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7005,1.589,1.2715,13.2185,0.0385,12.695,NA,NA,1.11,13.3,106.4,4.25,NA,NA,Nepal
GL118_DN_2,30.04.21,13:08,6.4,7.99,7.08,101.4,NA,84.3,23.12352,0,Lhotse Nup,27.9117,86.8839,4970,27.90567,86.87194,4735,7211,5431,1086,348,180,2.84,0.23,12.47434,RGI60-15.03731,G086891E27940N,3464,NA,NA,NA,NA,NA,Sentinel-2,20201113,GPS,20210430,ASTER V003,20000301-20131130,NA,NA,NA,0.011356,NA,NA,NA,NA,NA,NA,793.5014651,NA,78947920.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7005,1.589,1.2715,13.2185,0.0385,12.695,NA,NA,1.11,13.3,106.4,4.25,NA,NA,Nepal
GL118_DN_3,30.04.21,13:08,6.4,7.99,7.08,101.4,NA,84.3,23.12352,0,Lhotse Nup,27.9117,86.8839,4970,27.90567,86.87194,4735,7211,5431,1086,348,180,2.84,0.23,12.47434,RGI60-15.03731,G086891E27940N,3464,NA,NA,NA,NA,NA,Sentinel-2,20201113,GPS,20210430,ASTER V003,20000301-20131130,NA,NA,NA,0.015435,NA,NA,NA,NA,NA,NA,619.5353603,NA,52110573.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7005,1.589,1.2715,13.2185,0.0385,12.695,NA,NA,1.11,13.3,106.4,4.25,NA,NA,Nepal
GL119_UP_1,02.05.21,09:50,4.6,6.96,6.94,91,NA,67.9,38.76416,0,Cholo,27.9141,86.7999,4404,27.91355,86.80015,4391,6451,5193,219,422,45,1.67,0.35,4.787129,RGI60-15.03739,G086786E27909N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201113,Sentinel-2,20201113,ASTER V003,20000301-20131130,NA,NA,NA,0.287251333,NA,NA,NA,NA,NA,NA,123.1803917,NA,319418.5604,NA,1.803,1.382333333,0.708666667,1.845,1.919666667,0.006333333,0.003666667,0.004,1.647333333,0.79257,1.408599,3.344812667,0.007231667,0.025288,0.014294667,0.012018667,110.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6505,0.9705,1.185,9.9505,0.074,15.206,NA,NA,1.36,17.2,116.3,NA,NA,NA,Nepal
GL119_UP_2,02.05.21,09:50,4.6,6.96,6.94,91,NA,67.9,38.76416,0,Cholo,27.9141,86.7999,4404,27.91355,86.80015,4391,6451,5193,219,422,45,1.67,0.35,4.787129,RGI60-15.03739,G086786E27909N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201113,Sentinel-2,20201113,ASTER V003,20000301-20131130,NA,NA,NA,0.199292667,NA,NA,NA,NA,NA,NA,269.6984922,NA,2186435.172,NA,1.803,1.382333333,0.708666667,1.845,1.919666667,0.006333333,0.003666667,0.004,1.647333333,0.79257,1.408599,3.344812667,0.007231667,0.025288,0.014294667,0.012018667,110.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6505,0.9705,1.185,9.9505,0.074,15.206,NA,NA,1.36,17.2,116.3,NA,NA,NA,Nepal
GL119_UP_3,02.05.21,09:50,4.6,6.96,6.94,91,NA,67.9,38.76416,0,Cholo,27.9141,86.7999,4404,27.91355,86.80015,4391,6451,5193,219,422,45,1.67,0.35,4.787129,RGI60-15.03739,G086786E27909N,NA,NA,NA,NA,NA,NA,Sentinel-2,20201113,Sentinel-2,20201113,ASTER V003,20000301-20131130,NA,NA,NA,0.546088333,NA,NA,NA,NA,NA,NA,439.674075,NA,195524.605,NA,1.803,1.382333333,0.708666667,1.845,1.919666667,0.006333333,0.003666667,0.004,1.647333333,0.79257,1.408599,3.344812667,0.007231667,0.025288,0.014294667,0.012018667,110.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6505,0.9705,1.185,9.9505,0.074,15.206,NA,NA,1.36,17.2,116.3,NA,NA,NA,Nepal
