patch,date [DD.MM.YYYY],time [HH:MM],water_temp [°C],ph [pH],do [mg l-1],do_sat [saturation],w_co2 [mATM],conductivity [uS cm -1],turb [NTU],rdna [boolean],gl_name,lat_sn [DD],lon_sn [DD],ele_sn [m],lat_sp [DD],lon_sp [DD],ele_sp [m],max_el [m],mean_el [m],sn_sp_dist [m],sn_sp_ele [m],abl_asp [°],gl_sa [km2],gl_cov [%],gl_a [km2],rgi_v6,glims_id,wgms_id,m_balance,mb_obs,fv_variation,fv_obs,sp_event,data_s,data_ts,sn_data,sn_data_ts,dem_data,dem_data_ts,mb_data_s,fv_data_s,sp_event_s,chla [ug g-1],eps [ugC g-1],ag [nmol g-1 h-1],ap [nmol g-1 h-1],bg [nmol g-1 h-1],lap [nmol g-1 h-1],nag [nmol g-1 h-1],bp [ngC g-1 h-1],wba [cells ml-1],sba [cells g-1],respiration [mg 02 g-1 h-1],abs254 [m-1],abs300 [m-1],suva [mg C l-1 m-1],e2e3 [proportion],e4e6 [proportion],s275295 [nm-1],s350400 [nm-1],s300700 [nm-1],sr [proportion],bix [proportion],fi [proportion],hix [proportion],coble_t [RU],coble_a [RU],coble_m [RU],coble_c [RU],doc [ug l-1],tss_1 [%],tss_2 [%],tss_3 [%],tss_4 [%],tss_5 [%],tss_5a [%],tss_5b [%],tss_5c [%],tss_5d [%],i1_na [ug l-1],i2_k [ug l-1],i3_mg [ug l-1],i4_ca [ug l-1],i5_cl [ug l-1],i6_so4 [ug l-1],n1_tn [ug l-1],n2_tp [ug l-1],n3_srp [ug l-1],n4_nh4 [ug l-1],n5_no3 [ug l-1],n6_no2 [ug l-1],hydro_isotope [per_mil],oxy_isotope [per_mil],Expedition
GL47_DN_2,17.09.19,14:31,2.4,7.35,10.6,99.9,293.4,28.1,33.9,0,Kashkatash ,43.2106,42.6841,2573,43.2203,42.6839,2177,NA,NA,1087,396,NA,3.04,0.39,7.75,RGI60-12.00259,G042693E43189N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041785333,0.540264,0.025941888,20.04920023,0.101569682,2.333743604,0,48.279805,NA,3946589.47,0.003083679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.3,89.5,0,NA,NA,Russia
GL47_DN_3,17.09.19,14:31,2.4,7.35,10.6,99.9,293.4,28.1,33.9,0,Kashkatash ,43.2106,42.6841,2573,43.2203,42.6839,2177,NA,NA,1087,396,NA,3.04,0.39,7.75,RGI60-12.00259,G042693E43189N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040395667,1.229045,0.15991364,5.192390409,0.256654507,2.614594322,0.218356232,73.647605,NA,3402015.79,0.002614841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.3,89.5,0,NA,NA,Russia
GL48_UP_1,18.09.19,10:59,1,7.91,10.3,99.3,212.6,76.3,9.2,0,Djankuat,43.2032,42.7503,2766,43.2034,42.7501,2760,NA,NA,29,6,NA,2.44,0.67,3.61,RGI50-12.01132,G042766E43192N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006356667,0,0.017934312,0.296639309,0.04125421,1.585341759,0.014328869,133.431055,52318.25133,4354981.11,0.002008775,1.415,1.017,0.591,2.39,8.168,0.007,0.007,0.007,0.94,0.70707,1.154492,0.644357,0.015312,0.018438,0.009643,0.00665,106.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,5.8,232.9,0,-84.1657,-12.7158,Russia
GL48_UP_2,18.09.19,10:59,1,7.91,10.3,99.3,212.6,76.3,9.2,0,Djankuat,43.2032,42.7503,2766,43.2034,42.7501,2760,NA,NA,29,6,NA,2.44,0.67,3.61,RGI50-12.01132,G042766E43192N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038353,0,0.034520118,1.748228822,0.065320478,2.230414,0.020425852,118.53759,NA,4059886.42,0.003572405,1.415,1.017,0.591,2.39,8.168,0.007,0.007,0.007,0.94,0.70707,1.154492,0.644357,0.015312,0.018438,0.009643,0.00665,106.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,5.8,232.9,0,-84.1657,-12.7158,Russia
GL48_UP_3,18.09.19,10:59,1,7.91,10.3,99.3,212.6,76.3,9.2,0,Djankuat,43.2032,42.7503,2766,43.2034,42.7501,2760,NA,NA,29,6,NA,2.44,0.67,3.61,RGI50-12.01132,G042766E43192N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011656667,0,0.021617877,0.587907696,0.053861627,1.704025245,0.024268739,130.15565,NA,4665505.68,0.00305126,1.415,1.017,0.591,2.39,8.168,0.007,0.007,0.007,0.94,0.70707,1.154492,0.644357,0.015312,0.018438,0.009643,0.00665,106.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,5.8,232.9,0,-84.1657,-12.7158,Russia
GL48_DN_1,18.09.19,14:36,3.9,7.85,9.7,100.1,281,75.9,233.7,0,Djankuat,43.2032,42.7503,2766,43.2088,42.7396,2642,NA,NA,1075,124,NA,2.73,0.33,8.4,RGI50-12.01132,G042766E43192N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009819,0.219764,0.018314434,2.547596517,0.108079824,2.245450071,0.034529234,222.2299,NA,6623799.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,6.1,172.6,0,NA,NA,Russia
GL48_DN_2,18.09.19,14:36,3.9,7.85,9.7,100.1,281,75.9,233.7,0,Djankuat,43.2032,42.7503,2766,43.2088,42.7396,2642,NA,NA,1075,124,NA,2.73,0.33,8.4,RGI50-12.01132,G042766E43192N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007130667,0,0.011721639,1.375090284,0.041914298,1.646965785,0.01533505,304.7763,NA,8277775.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,6.1,172.6,0,NA,NA,Russia
GL48_DN_3,18.09.19,14:36,3.9,7.85,9.7,100.1,281,75.9,233.7,0,Djankuat,43.2032,42.7503,2766,43.2088,42.7396,2642,NA,NA,1075,124,NA,2.73,0.33,8.4,RGI50-12.01132,G042766E43192N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007120667,0.173139,0.013163037,0.673908553,0.032404955,1.695065765,0.022130536,270.17205,NA,4955879.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,6.1,172.6,0,NA,NA,Russia
GL49_UP_1,19.09.19,11:38,1.9,7.83,10,99.6,245.4,87.7,11.3,0,Djantugan,43.1978,42.7389,2825,43.198,42.7382,2799,NA,NA,63,26,NA,0.5,0.64,0.78,RGI60-12.00314,G042746E43195N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017017,1.174408,0.037989662,1.149961908,0.119850999,2.070271941,0.045129937,129.162695,NA,3670782.52,0.003549619,1.385333333,0.976333333,0.3985,2.377666667,5.504666667,0.008,0.007,0.007,1.160333333,0.755697,1.287094,1.405998667,0.012300333,0.023115,0.012404,0.009307667,158.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3,259.5,0,-82.9368,-12.5466,Russia
GL49_UP_2,19.09.19,11:38,1.9,7.83,10,99.6,245.4,87.7,11.3,0,Djantugan,43.1978,42.7389,2825,43.198,42.7382,2799,NA,NA,63,26,NA,0.5,0.64,0.78,RGI60-12.00314,G042746E43195N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023936667,0.145015,0.031902216,1.155894067,0.111702308,3.114108528,0.06499974,231.0655,NA,5635955.86,0.003847041,1.385333333,0.976333333,0.3985,2.377666667,5.504666667,0.008,0.007,0.007,1.160333333,0.755697,1.287094,1.405998667,0.012300333,0.023115,0.012404,0.009307667,158.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3,259.5,0,-82.9368,-12.5466,Russia
GL49_UP_3,19.09.19,11:38,1.9,7.83,10,99.6,245.4,87.7,11.3,0,Djantugan,43.1978,42.7389,2825,43.198,42.7382,2799,NA,NA,63,26,NA,0.5,0.64,0.78,RGI60-12.00314,G042746E43195N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020288667,0,0.026503616,1.058538963,0.126646709,2.478001606,0.035335184,208.2737,NA,4858731.44,0.005147916,1.385333333,0.976333333,0.3985,2.377666667,5.504666667,0.008,0.007,0.007,1.160333333,0.755697,1.287094,1.405998667,0.012300333,0.023115,0.012404,0.009307667,158.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,3,259.5,0,-82.9368,-12.5466,Russia
GL49_DN_1,19.09.19,14:16,4.1,7.68,9.6,100,228.4,89.9,14.4,0,Djantugan,43.1978,42.7389,2825,43.1992,42.7342,2741,NA,NA,413,84,NA,0.56,0.47,1.18,RGI60-12.00314,G042746E43195N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027558667,0,0.073836419,3.9823737,0.151217809,4.713980413,0.063305007,215.83705,NA,12322965.8,0.003188743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.4,208.8,0,NA,NA,Russia
GL49_DN_2,19.09.19,14:16,4.1,7.68,9.6,100,228.4,89.9,14.4,0,Djantugan,43.1978,42.7389,2825,43.1992,42.7342,2741,NA,NA,413,84,NA,0.56,0.47,1.18,RGI60-12.00314,G042746E43195N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036984667,1.015135,0.079948402,4.552310005,0.287110527,6.825496307,0.100038279,329.1128,NA,9052427.57,0.00419316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.4,208.8,0,NA,NA,Russia
GL49_DN_3,19.09.19,14:16,4.1,7.68,9.6,100,228.4,89.9,14.4,0,Djantugan,43.1978,42.7389,2825,43.1992,42.7342,2741,NA,NA,413,84,NA,0.56,0.47,1.18,RGI60-12.00314,G042746E43195N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014621667,1.032552,0.043817171,3.804235197,0.136817374,6.035904738,0.075354237,189.3481,NA,12067349.5,0.003199588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.4,208.8,0,NA,NA,Russia
GL50_UP_1,20.09.19,12:03,0.8,7.89,10.7,98.5,264.2,83.9,10.7,0,Shkhelda,43.1946,42.6478,2386,43.1952,42.6484,2364,NA,NA,84,22,NA,11.27,0.48,23.69,RGI60-12.00426,G042639E43169N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009853,0.043334,0.009098429,0.729558604,0.106721524,0.93610222,0.001266271,129.71705,NA,2827543.5,0.000864902,1.658666667,1.175333333,0.616666667,2.391333333,4.923666667,0.008,0.007,0.007,1.072,0.912306333,1.220800667,1.291095667,0.010367,0.019147333,0.01032,0.007651667,118.7666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,7.1,262.1,0,-85.1112,-12.7121,Russia
GL50_UP_2,20.09.19,12:03,0.8,7.89,10.7,98.5,264.2,83.9,10.7,0,Shkhelda,43.1946,42.6478,2386,43.1952,42.6484,2364,NA,NA,84,22,NA,11.27,0.48,23.69,RGI60-12.00426,G042639E43169N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002656667,0.629254,0.005384706,0.17047522,0.025985427,1.104853447,0.008886243,102.2069,NA,4312868.74,0.000316241,1.658666667,1.175333333,0.616666667,2.391333333,4.923666667,0.008,0.007,0.007,1.072,0.912306333,1.220800667,1.291095667,0.010367,0.019147333,0.01032,0.007651667,118.7666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,7.1,262.1,0,-85.1112,-12.7121,Russia
GL50_UP_3,20.09.19,12:03,0.8,7.89,10.7,98.5,264.2,83.9,10.7,0,Shkhelda,43.1946,42.6478,2386,43.1952,42.6484,2364,NA,NA,84,22,NA,11.27,0.48,23.69,RGI60-12.00426,G042639E43169N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009706333,0,0.002726168,0.336134658,0.014277575,0.738213937,2.83E-05,146.76691,NA,2773706.49,0.000848022,1.658666667,1.175333333,0.616666667,2.391333333,4.923666667,0.008,0.007,0.007,1.072,0.912306333,1.220800667,1.291095667,0.010367,0.019147333,0.01032,0.007651667,118.7666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,7.1,262.1,0,-85.1112,-12.7121,Russia
GL50_DN_1,20.09.19,15:20,2,7.81,10.7,101,273.1,80.4,19.1,0,Shkhelda,43.1946,42.6478,2386,43.208,42.6511,2212,NA,NA,1525,174,NA,13.72,0.39,35.02,RGI60-12.00426,G042639E43169N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040711,0.22293,0.02561547,2.161685712,0.375697509,2.195216832,0.014628217,137.2482,NA,9249497.45,0.000730824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,3.5,221.8,0,NA,NA,Russia
GL50_DN_2,20.09.19,15:20,2,7.81,10.7,101,273.1,80.4,19.1,0,Shkhelda,43.1946,42.6478,2386,43.208,42.6511,2212,NA,NA,1525,174,NA,13.72,0.39,35.02,RGI60-12.00426,G042639E43169N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027668333,0.052376,0.023188021,1.79446985,0.171383284,2.049199547,0.011375806,27.14735,NA,9762128.7,0.000678973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,3.5,221.8,0,NA,NA,Russia
GL50_DN_3,20.09.19,15:20,2,7.81,10.7,101,273.1,80.4,19.1,0,Shkhelda,43.1946,42.6478,2386,43.208,42.6511,2212,NA,NA,1525,174,NA,13.72,0.39,35.02,RGI60-12.00426,G042639E43169N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078774667,0.215322,0.04307718,1.845919544,0.181525349,2.818197332,0.139908586,252.7673,NA,13048256.5,0.000404005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,3.5,221.8,0,NA,NA,Russia
GL51_UP_1,22.09.19,10:13,1,8.06,10.3,97.9,249,81.6,40.8,0,Bashkara,43.2097,42.7247,2576,43.2099,42.7242,2576,NA,NA,47,0,NA,4.42,0.52,8.49,RGI60-12.00849,G042727E43193N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116456,3.032732,0.047256382,28.77283316,0.184776895,5.042857413,0.045229793,242.76555,88320.20633,24864581.9,0.005287242,2.822666667,1.927666667,0.663,2.614333333,6.854,0.009,0.007666667,0.008333333,1.082333333,0.986626667,1.298547333,0.864589333,0.019224333,0.026357333,0.015210333,0.01152,166.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66369,0.75602,1.24994,9.05976,NA,NA,NA,NA,0.4,19.2,247.2,0,-82.9806,-12.5328,Russia
GL51_UP_2,22.09.19,10:13,1,8.06,10.3,97.9,249,81.6,40.8,0,Bashkara,43.2097,42.7247,2576,43.2099,42.7242,2576,NA,NA,47,0,NA,4.42,0.52,8.49,RGI60-12.00849,G042727E43193N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116893,0.558682,0.060892994,15.48981978,0.209418903,5.394448685,0.060898175,129.8087,NA,29261353.3,0.005914439,2.822666667,1.927666667,0.663,2.614333333,6.854,0.009,0.007666667,0.008333333,1.082333333,0.986626667,1.298547333,0.864589333,0.019224333,0.026357333,0.015210333,0.01152,166.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66369,0.75602,1.24994,9.05976,NA,NA,NA,NA,0.4,19.2,247.2,0,-82.9806,-12.5328,Russia
GL51_UP_3,22.09.19,10:13,1,8.06,10.3,97.9,249,81.6,40.8,0,Bashkara,43.2097,42.7247,2576,43.2099,42.7242,2576,NA,NA,47,0,NA,4.42,0.52,8.49,RGI60-12.00849,G042727E43193N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068305,0,0.065845511,20.112228,0.212562574,5.767922171,0.064709798,80.0508,NA,20158707.3,0.005462126,2.822666667,1.927666667,0.663,2.614333333,6.854,0.009,0.007666667,0.008333333,1.082333333,0.986626667,1.298547333,0.864589333,0.019224333,0.026357333,0.015210333,0.01152,166.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66369,0.75602,1.24994,9.05976,NA,NA,NA,NA,0.4,19.2,247.2,0,-82.9806,-12.5328,Russia
GL51_DN_1,22.09.19,13:30,2.5,8.24,10.4,102,191.4,83.4,38.4,0,Bashkara,43.2097,42.7247,2576,43.2133,42.7148,2466,NA,NA,898,110,NA,4.47,0.47,9.54,RGI60-12.00849,G042727E43193N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.506979,1.532474,3.170993367,2.065437425,2.197363863,5.48589712,0.10785352,142.60881,NA,38216920.8,0.010968382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,13.3,241.3,0,NA,NA,Russia
GL51_DN_2,22.09.19,13:30,2.5,8.24,10.4,102,191.4,83.4,38.4,0,Bashkara,43.2097,42.7247,2576,43.2133,42.7148,2466,NA,NA,898,110,NA,4.47,0.47,9.54,RGI60-12.00849,G042727E43193N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218531667,1.319375,0.071203206,4.483075451,0.231472972,6.990080996,0.162903238,149.7144,NA,37567902.7,0.009843492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,13.3,241.3,0,NA,NA,Russia
GL51_DN_3,22.09.19,13:30,2.5,8.24,10.4,102,191.4,83.4,38.4,0,Bashkara,43.2097,42.7247,2576,43.2133,42.7148,2466,NA,NA,898,110,NA,4.47,0.47,9.54,RGI60-12.00849,G042727E43193N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.330091,1.504325,15.1602668,3.457224028,0.483618205,7.499349503,0.240503336,178.96765,NA,43141369.6,0.010857909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,13.3,241.3,0,NA,NA,Russia
GL52_UP_1,23.09.19,11:33,5,7.17,9.1,99.7,251.5,19.9,52.4,0,Terskol,43.3004,42.502,3279,43.291,42.5067,2709,NA,NA,1108,570,NA,7.34,0.61,11.99,RGI60-12.00821,G042482E43317N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006012,0,0.004063991,0.055867025,0.02693826,0.384691021,0.042330296,29.192465,24159.95633,1285117.62,NA,10.3,7.863,3.452666667,2.026333333,2.984,0.006,0.006666667,0.006,0.905666667,1.421602333,1.679473333,0.435339,0.061221667,0.033894667,0.021695333,0.015209333,129.9666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70643,0.351453,0.23683,0.551997,0.241863,1.204162,NA,NA,63.5,3.9,234.8,1.6,-99.0033,-14.3572,Russia
GL52_UP_2,23.09.19,11:33,5,7.17,9.1,99.7,251.5,19.9,52.4,0,Terskol,43.3004,42.502,3279,43.291,42.5067,2709,NA,NA,1108,570,NA,7.34,0.61,11.99,RGI60-12.00821,G042482E43317N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013647667,0,0.005035932,0.125215998,0.013108328,0.394871412,0.004915337,49.04588,NA,1709268.57,0.000968764,10.3,7.863,3.452666667,2.026333333,2.984,0.006,0.006666667,0.006,0.905666667,1.421602333,1.679473333,0.435339,0.061221667,0.033894667,0.021695333,0.015209333,129.9666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70643,0.351453,0.23683,0.551997,0.241863,1.204162,NA,NA,63.5,3.9,234.8,1.6,-99.0033,-14.3572,Russia
GL52_UP_3,23.09.19,11:33,5,7.17,9.1,99.7,251.5,19.9,52.4,0,Terskol,43.3004,42.502,3279,43.291,42.5067,2709,NA,NA,1108,570,NA,7.34,0.61,11.99,RGI60-12.00821,G042482E43317N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012305333,0,0.014601639,0.332992491,0.024984211,0.206444994,0.020066063,83.08483,NA,3210527.11,0.001343242,10.3,7.863,3.452666667,2.026333333,2.984,0.006,0.006666667,0.006,0.905666667,1.421602333,1.679473333,0.435339,0.061221667,0.033894667,0.021695333,0.015209333,129.9666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70643,0.351453,0.23683,0.551997,0.241863,1.204162,NA,NA,63.5,3.9,234.8,1.6,-99.0033,-14.3572,Russia
GL52_DN_1,23.09.19,14:23,5.7,7.4,9.4,99.3,263.1,22.5,48.1,0,Terskol,43.3004,42.502,3279,43.2753,42.5128,2387,NA,NA,2927,892,NA,7.36,0.4,18.39,RGI60-12.00821,G042482E43317N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007409,0,0.026315232,0.406806596,0.075876728,0.720171981,0.058198653,124.702,62901.63733,11422714.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,2.5,145.6,2,NA,NA,Russia
GL52_DN_2,23.09.19,14:23,5.7,7.4,9.4,99.3,263.1,22.5,48.1,0,Terskol,43.3004,42.502,3279,43.2753,42.5128,2387,NA,NA,2927,892,NA,7.36,0.4,18.39,RGI60-12.00821,G042482E43317N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015689,0.520326,0.026086108,0.2833957,0.104799164,0.600958069,0.042737549,171.4547,NA,4617360.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,2.5,145.6,2,NA,NA,Russia
GL52_DN_3,23.09.19,14:23,5.7,7.4,9.4,99.3,263.1,22.5,48.1,0,Terskol,43.3004,42.502,3279,43.2753,42.5128,2387,NA,NA,2927,892,NA,7.36,0.4,18.39,RGI60-12.00821,G042482E43317N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016240667,0,0.01471687,0.119706169,0.06692971,0.284626768,0.052304286,125.98765,NA,6617482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,2.5,145.6,2,NA,NA,Russia
GL53_UP_1,26.09.19,13:30,7.3,8.05,8.4,100.1,192.4,183.6,114.2,0,Garabashi,43.2932,42.4783,3401,43.2846,42.4788,3059,NA,NA,953,342,NA,4.11,0.69,5.93,RGI50-12.00161,G042467E43312N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015046667,1.771641,0.007976922,0.268063202,0.026909167,0.593736389,0.00212178,57.104715,40927.16833,1805220.22,0.001163619,9.1735,6.8765,2.085,2.0705,2.8195,0.0065,0.0065,0.006,0.9955,1.0698965,1.3981275,0.8867165,0.0345125,0.036561,0.0222515,0.0199435,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.04483,1.657875,1.472725,1.87563,18.82485,23.62155,NA,NA,49.3,9.5,142.8,0,-99.7737,-14.4034,Russia
GL53_UP_2,26.09.19,13:30,7.3,8.05,8.4,100.1,192.4,183.6,114.2,0,Garabashi,43.2932,42.4783,3401,43.2846,42.4788,3059,NA,NA,953,342,NA,4.11,0.69,5.93,RGI50-12.00161,G042467E43312N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032398,NA,0.010752533,0.07629898,0.038113947,0.670181688,0.023125918,68.71613,NA,3368370.37,0.001895726,9.1735,6.8765,2.085,2.0705,2.8195,0.0065,0.0065,0.006,0.9955,1.0698965,1.3981275,0.8867165,0.0345125,0.036561,0.0222515,0.0199435,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.04483,1.657875,1.472725,1.87563,18.82485,23.62155,NA,NA,49.3,9.5,142.8,0,-99.7737,-14.4034,Russia
